time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,year
2017-02-09,29.8,20.8,24.9,33.6,23.7,26.8,2017-02-09T05:24,2017-02-09T18:53,48552.25,44944.77,0.0,0.0,0.0,0.0,26.6,52.9,30,27.92,5.79,2017
2017-02-10,39.0,21.5,28.6,44.8,24.1,32.1,2017-02-10T05:25,2017-02-10T18:53,48437.27,44801.18,0.0,0.0,0.0,0.0,19.6,43.2,64,26.91,6.34,2017
2017-02-11,36.1,22.7,28.4,42.8,25.9,32.0,2017-02-11T05:26,2017-02-11T18:52,48321.5,43962.37,0.0,0.0,0.0,0.0,28.8,60.5,128,23.39,5.83,2017
2017-02-12,29.1,21.1,24.7,34.4,20.1,27.1,2017-02-12T05:27,2017-02-12T18:51,48205.08,40734.15,0.6,0.6,0.0,4.0,35.3,70.9,175,22.51,4.47,2017
2017-02-13,23.7,18.4,21.5,23.6,15.3,20.5,2017-02-13T05:28,2017-02-13T18:50,48088.11,41525.67,0.3,0.3,0.0,3.0,19.5,42.8,159,25.87,5.74,2017
2017-02-14,21.7,19.8,20.9,21.8,19.2,20.6,2017-02-14T05:29,2017-02-14T18:49,47970.71,43200.0,13.2,13.2,0.0,13.0,26.5,53.6,138,16.87,3.42,2017
2017-02-15,24.6,17.4,21.5,26.3,17.9,22.1,2017-02-15T05:30,2017-02-15T18:48,47853.0,41493.67,1.0,1.0,0.0,4.0,21.6,43.9,56,23.03,4.53,2017
2017-02-16,31.2,17.8,24.6,35.4,19.5,26.7,2017-02-16T05:31,2017-02-16T18:47,47735.07,44017.84,0.0,0.0,0.0,0.0,24.4,46.4,32,26.16,5.69,2017
2017-02-17,34.6,21.6,27.0,36.1,22.7,28.6,2017-02-17T05:32,2017-02-17T18:45,47617.05,39612.83,4.9,4.9,0.0,3.0,26.3,56.9,14,20.71,5.57,2017
2017-02-18,26.3,20.3,22.8,29.6,22.1,25.0,2017-02-18T05:33,2017-02-18T18:44,47499.04,37143.9,29.6,29.6,0.0,9.0,21.8,48.2,164,20.99,3.91,2017
2017-02-19,22.7,17.4,20.1,23.7,16.7,20.5,2017-02-19T05:34,2017-02-19T18:43,47380.25,39468.75,6.7,6.7,0.0,7.0,22.0,43.2,196,18.28,3.42,2017
2017-02-20,25.8,15.2,20.1,24.4,12.0,18.3,2017-02-20T05:35,2017-02-20T18:42,47260.18,43946.53,0.0,0.0,0.0,0.0,21.4,45.0,273,28.9,6.17,2017
2017-02-21,25.1,14.3,20.5,25.9,12.3,19.8,2017-02-21T05:36,2017-02-21T18:41,47138.95,42817.7,0.2,0.2,0.0,2.0,22.3,45.0,64,21.59,4.78,2017
2017-02-22,26.9,18.2,22.9,27.8,19.4,23.2,2017-02-22T05:36,2017-02-22T18:40,47016.64,43586.93,0.0,0.0,0.0,0.0,28.6,56.2,36,26.24,5.61,2017
2017-02-23,27.7,19.7,23.5,29.9,20.2,24.3,2017-02-23T05:37,2017-02-23T18:39,46893.4,43372.21,0.0,0.0,0.0,0.0,24.2,47.5,30,26.68,5.63,2017
2017-02-24,25.4,19.6,22.7,28.2,21.9,24.6,2017-02-24T05:38,2017-02-24T18:38,46769.31,38222.61,0.7,0.7,0.0,3.0,17.1,37.8,151,18.48,3.56,2017
2017-02-25,21.4,19.9,20.7,23.4,19.2,20.5,2017-02-25T05:39,2017-02-25T18:36,46644.5,6989.33,9.7,9.7,0.0,22.0,28.9,55.4,167,7.93,2.02,2017
2017-02-26,23.2,18.7,20.7,22.1,18.8,20.2,2017-02-26T05:40,2017-02-26T18:35,46519.05,40840.01,16.9,16.9,0.0,15.0,24.8,51.1,157,17.28,3.65,2017
2017-02-27,24.5,19.0,21.9,24.5,19.5,22.3,2017-02-27T05:41,2017-02-27T18:34,46393.08,42868.48,4.6,4.6,0.0,13.0,22.2,47.9,140,22.69,4.48,2017
2017-02-28,25.2,19.5,22.0,27.4,21.5,23.6,2017-02-28T05:42,2017-02-28T18:33,46266.69,39008.32,6.7,6.7,0.0,17.0,17.3,40.0,100,18.63,3.56,2017
2017-03-01,23.8,20.1,21.8,26.6,21.7,24.0,2017-03-01T05:43,2017-03-01T18:32,46139.98,32483.88,10.6,10.6,0.0,22.0,15.0,33.8,132,14.02,2.61,2017
2017-03-02,24.8,18.7,21.8,27.4,21.4,24.5,2017-03-02T05:43,2017-03-02T18:30,46013.04,39600.0,5.5,5.5,0.0,16.0,13.1,29.5,114,16.38,3.08,2017
2017-03-03,23.6,20.1,21.7,25.9,21.9,23.3,2017-03-03T05:44,2017-03-03T18:29,45885.98,40004.96,15.1,15.1,0.0,23.0,21.8,44.6,151,16.42,2.86,2017
2017-03-04,23.3,20.2,21.6,23.6,20.3,21.9,2017-03-04T05:45,2017-03-04T18:28,45758.89,14293.41,8.0,8.0,0.0,16.0,33.5,65.9,178,11.33,2.49,2017
2017-03-05,22.6,19.1,20.8,23.2,19.2,20.5,2017-03-05T05:46,2017-03-05T18:26,45631.86,23188.18,6.8,6.8,0.0,15.0,26.5,54.7,226,9.84,2.48,2017
2017-03-06,23.4,18.8,20.7,20.6,16.9,18.2,2017-03-06T05:47,2017-03-06T18:25,45505.0,42522.71,0.4,0.4,0.0,2.0,37.3,77.0,203,20.28,4.8,2017
2017-03-07,21.3,17.9,19.3,19.8,15.2,17.1,2017-03-07T05:48,2017-03-07T18:24,45378.39,37061.27,4.1,4.1,0.0,18.0,30.7,64.1,188,15.87,3.72,2017
2017-03-08,21.2,17.6,19.4,19.8,16.5,18.1,2017-03-08T05:48,2017-03-08T18:23,45252.12,20303.79,3.7,3.7,0.0,14.0,21.3,45.7,156,12.3,3.13,2017
2017-03-09,22.7,17.7,20.0,22.0,17.1,19.1,2017-03-09T05:49,2017-03-09T18:21,45126.31,40663.17,1.1,1.1,0.0,7.0,20.8,45.7,168,17.41,3.88,2017
2017-03-10,22.8,17.1,19.9,21.6,16.9,18.9,2017-03-10T05:50,2017-03-10T18:20,45001.01,34736.43,0.0,0.0,0.0,0.0,26.4,53.3,195,17.57,3.82,2017
2017-03-11,22.8,15.6,19.1,24.4,14.9,19.1,2017-03-11T05:51,2017-03-11T18:19,44875.54,41971.02,0.0,0.0,0.0,0.0,15.0,34.9,193,22.7,4.14,2017
2017-03-12,26.2,14.9,20.9,28.6,15.3,21.5,2017-03-12T05:52,2017-03-12T18:17,44749.41,41845.87,0.0,0.0,0.0,0.0,26.3,49.7,32,23.53,4.64,2017
2017-03-13,25.8,19.5,21.7,28.5,20.9,23.1,2017-03-13T05:52,2017-03-13T18:16,44622.7,23403.81,20.4,20.4,0.0,11.0,22.0,45.0,76,15.94,3.11,2017
2017-03-14,24.3,19.2,21.0,26.0,20.8,22.3,2017-03-14T05:53,2017-03-14T18:15,44495.5,18012.23,50.8,50.8,0.0,24.0,20.2,43.9,83,11.28,2.11,2017
2017-03-15,24.6,19.9,22.0,25.1,21.0,22.7,2017-03-15T05:54,2017-03-15T18:13,44367.89,36630.29,10.4,10.4,0.0,19.0,26.3,55.1,65,15.04,2.9,2017
2017-03-16,24.1,21.3,22.4,28.3,21.2,23.9,2017-03-16T05:55,2017-03-16T18:12,44239.96,14463.91,21.6,21.6,0.0,18.0,35.9,68.0,60,6.42,1.47,2017
2017-03-17,22.2,19.7,21.0,22.9,16.6,19.3,2017-03-17T05:56,2017-03-17T18:11,44111.79,17473.66,9.7,9.7,0.0,10.0,43.3,87.1,192,10.32,2.55,2017
2017-03-18,24.3,20.7,22.1,24.9,20.1,21.9,2017-03-18T05:56,2017-03-18T18:09,43983.46,25026.17,19.9,19.9,0.0,24.0,30.6,61.6,129,12.44,2.7,2017
2017-03-19,25.4,21.7,23.4,26.8,21.8,24.8,2017-03-19T05:57,2017-03-19T18:08,43855.07,35800.82,9.3,9.3,0.0,15.0,27.4,54.7,67,16.47,3.02,2017
2017-03-20,26.1,21.5,23.7,28.2,24.4,26.0,2017-03-20T05:58,2017-03-20T18:07,43726.69,31233.21,0.5,0.5,0.0,1.0,20.7,42.1,34,13.2,2.66,2017
2017-03-21,26.5,21.4,23.6,30.4,24.5,27.0,2017-03-21T05:59,2017-03-21T18:05,43598.4,24679.44,2.0,2.0,0.0,4.0,15.9,36.7,27,10.62,2.09,2017
2017-03-22,29.7,21.4,24.0,34.6,22.3,27.1,2017-03-22T05:59,2017-03-22T18:04,43470.29,34979.65,7.0,7.0,0.0,7.0,21.3,42.1,210,15.74,3.17,2017
2017-03-23,22.7,19.2,20.7,22.6,19.6,21.1,2017-03-23T06:00,2017-03-23T18:03,43342.44,8430.28,6.1,6.1,0.0,14.0,25.2,48.2,188,7.86,1.9,2017
2017-03-24,22.0,19.3,20.5,22.0,19.5,20.6,2017-03-24T06:01,2017-03-24T18:01,43214.93,33558.46,3.5,3.5,0.0,11.0,20.2,42.8,155,14.0,2.79,2017
2017-03-25,23.5,17.9,20.7,24.4,19.0,21.9,2017-03-25T06:02,2017-03-25T18:00,43087.84,27930.55,0.0,0.0,0.0,0.0,17.6,36.4,32,12.98,2.6,2017
2017-03-26,25.6,17.5,21.4,29.4,19.2,23.7,2017-03-26T06:02,2017-03-26T17:58,42961.27,40053.69,0.1,0.1,0.0,1.0,15.3,32.8,43,19.9,3.55,2017
2017-03-27,26.0,17.5,21.7,28.6,19.5,23.2,2017-03-27T06:03,2017-03-27T17:57,42835.29,39926.14,0.0,0.0,0.0,0.0,22.8,45.0,24,20.88,3.83,2017
2017-03-28,22.9,19.9,21.5,24.5,20.4,22.9,2017-03-28T06:04,2017-03-28T17:56,42709.98,19341.59,0.0,0.0,0.0,0.0,27.1,51.8,182,10.41,2.14,2017
2017-03-29,29.0,20.0,24.5,33.9,22.5,27.4,2017-03-29T06:05,2017-03-29T17:54,42585.45,34222.77,0.0,0.0,0.0,0.0,20.1,38.5,11,17.48,3.68,2017
2017-03-30,26.0,15.6,21.2,28.2,12.1,20.7,2017-03-30T06:05,2017-03-30T17:53,42461.75,0.0,25.3,25.3,0.0,16.0,40.6,79.2,191,4.36,1.51,2017
2017-03-31,20.2,16.0,18.1,18.2,12.1,15.4,2017-03-31T06:06,2017-03-31T17:52,42338.25,39199.65,0.5,0.5,0.0,4.0,31.5,63.0,193,18.13,3.86,2017
2017-04-01,23.2,14.1,18.8,24.6,13.2,18.4,2017-04-01T06:07,2017-04-01T17:50,42214.5,39238.16,0.2,0.2,0.0,2.0,19.3,36.7,192,20.25,3.9,2017
2017-04-02,19.8,17.1,18.5,17.7,14.6,16.1,2017-04-02T06:08,2017-04-02T17:49,42090.57,36107.89,3.1,3.1,0.0,11.0,28.1,54.4,179,11.21,3.09,2017
2017-04-03,19.5,15.6,17.1,19.8,14.5,16.3,2017-04-03T06:08,2017-04-03T17:48,41966.54,30410.81,26.3,26.3,0.0,23.0,23.9,47.2,182,13.41,2.28,2017
2017-04-04,20.3,15.1,17.9,20.0,13.8,16.5,2017-04-04T06:09,2017-04-04T17:46,41842.5,37777.19,21.3,21.3,0.0,15.0,20.9,43.9,160,14.12,3.05,2017
2017-04-05,21.3,14.4,18.2,19.6,14.2,17.1,2017-04-05T06:10,2017-04-05T17:45,41718.51,35629.75,0.2,0.2,0.0,2.0,16.7,36.0,139,15.4,3.19,2017
2017-04-06,21.8,12.5,17.2,23.0,12.5,17.2,2017-04-06T06:11,2017-04-06T17:44,41594.66,37148.66,0.5,0.5,0.0,5.0,10.0,22.3,84,15.24,2.73,2017
2017-04-07,22.1,11.7,17.9,22.0,11.1,17.6,2017-04-07T06:11,2017-04-07T17:43,41471.04,38193.13,0.0,0.0,0.0,0.0,14.7,30.6,67,17.68,3.27,2017
2017-04-08,23.3,12.8,18.1,23.9,12.5,18.0,2017-04-08T06:12,2017-04-08T17:41,41347.71,37830.28,0.1,0.1,0.0,1.0,17.7,37.1,11,17.65,3.29,2017
2017-04-09,25.7,13.0,18.9,24.8,11.8,18.3,2017-04-09T06:13,2017-04-09T17:40,41224.77,36834.37,3.2,3.2,0.0,6.0,28.3,59.0,325,17.16,3.63,2017
2017-04-10,16.9,10.6,13.4,12.3,6.7,9.7,2017-04-10T06:14,2017-04-10T17:39,41102.28,28479.93,1.1,1.1,0.0,3.0,30.3,60.8,284,11.9,2.84,2017
2017-04-11,21.2,12.3,17.9,18.0,10.3,15.1,2017-04-11T06:14,2017-04-11T17:37,40980.35,24817.69,2.6,2.6,0.0,5.0,29.3,55.1,218,12.56,3.42,2017
2017-04-12,20.3,15.2,17.5,18.9,15.1,16.4,2017-04-12T06:15,2017-04-12T17:36,40859.05,36511.05,5.0,5.0,0.0,21.0,24.5,49.3,195,11.02,2.19,2017
2017-04-13,20.3,14.6,16.9,20.5,14.4,16.6,2017-04-13T06:16,2017-04-13T17:35,40738.47,36450.86,1.2,1.2,0.0,7.0,20.3,42.1,202,14.01,2.31,2017
2017-04-14,22.1,12.6,16.8,23.2,11.8,16.6,2017-04-14T06:17,2017-04-14T17:34,40618.69,36904.77,0.0,0.0,0.0,0.0,14.0,30.2,243,18.24,3.05,2017
2017-04-15,20.9,12.0,16.4,21.5,11.1,16.4,2017-04-15T06:17,2017-04-15T17:32,40499.82,36752.14,0.8,0.8,0.0,4.0,14.1,34.6,157,15.17,2.51,2017
2017-04-16,23.9,13.0,17.9,24.1,12.6,18.0,2017-04-16T06:18,2017-04-16T17:31,40381.92,36652.93,0.0,0.0,0.0,0.0,16.0,29.9,248,17.74,3.22,2017
2017-04-17,21.9,13.4,17.7,23.2,12.5,17.8,2017-04-17T06:19,2017-04-17T17:30,40265.1,36477.9,0.7,0.7,0.0,5.0,12.4,26.6,187,15.45,2.72,2017
2017-04-18,22.5,13.3,18.0,24.3,13.0,18.6,2017-04-18T06:20,2017-04-18T17:29,40149.45,36004.04,0.4,0.4,0.0,2.0,13.1,28.8,131,15.82,2.8,2017
2017-04-19,22.0,16.6,19.0,21.8,16.1,19.2,2017-04-19T06:20,2017-04-19T17:27,40035.07,28137.51,5.2,5.2,0.0,12.0,15.7,33.5,148,11.65,2.38,2017
2017-04-20,22.5,13.7,17.8,23.9,14.2,18.1,2017-04-20T06:21,2017-04-20T17:26,39921.33,36087.14,1.1,1.1,0.0,4.0,16.6,34.2,28,14.64,2.63,2017
2017-04-21,22.5,12.6,17.7,23.5,12.6,18.0,2017-04-21T06:22,2017-04-21T17:25,39807.81,36005.27,0.5,0.5,0.0,3.0,13.1,27.7,10,13.86,2.47,2017
2017-04-22,22.4,14.7,18.5,22.8,15.0,19.3,2017-04-22T06:23,2017-04-22T17:24,39694.59,27748.6,0.0,0.0,0.0,0.0,14.3,29.5,11,10.26,1.96,2017
2017-04-23,23.9,13.2,17.8,25.8,13.1,18.6,2017-04-23T06:23,2017-04-23T17:23,39581.75,35886.23,0.9,0.9,0.0,2.0,10.6,24.1,239,15.22,2.63,2017
2017-04-24,22.8,13.9,18.1,25.1,13.5,18.8,2017-04-24T06:24,2017-04-24T17:22,39469.39,35964.92,0.7,0.7,0.0,1.0,13.1,28.1,350,15.68,2.65,2017
2017-04-25,26.2,16.3,19.7,25.3,16.7,19.5,2017-04-25T06:25,2017-04-25T17:21,39357.58,18997.89,1.5,1.5,0.0,6.0,19.7,52.2,346,9.61,2.46,2017
2017-04-26,22.3,14.4,17.2,19.5,10.1,14.6,2017-04-26T06:26,2017-04-26T17:20,39246.41,34860.86,0.1,0.1,0.0,1.0,24.1,55.8,281,13.89,3.55,2017
2017-04-27,17.4,11.1,14.6,14.4,7.3,11.2,2017-04-27T06:26,2017-04-27T17:19,39135.97,35609.99,0.4,0.4,0.0,3.0,22.5,46.8,225,14.02,3.39,2017
2017-04-28,18.7,10.7,14.4,16.9,7.2,12.0,2017-04-28T06:27,2017-04-28T17:17,39026.36,35581.35,0.0,0.0,0.0,0.0,22.4,44.3,225,15.9,3.12,2017
2017-04-29,19.8,9.0,14.0,19.7,5.9,12.3,2017-04-29T06:28,2017-04-29T17:16,38917.65,35514.47,0.0,0.0,0.0,0.0,17.3,36.4,250,15.74,2.62,2017
2017-04-30,20.0,12.3,15.8,19.6,11.1,15.2,2017-04-30T06:29,2017-04-30T17:15,38809.96,35410.99,0.0,0.0,0.0,0.0,13.5,31.0,215,11.38,1.98,2017
2017-05-01,23.3,11.0,16.7,22.1,10.1,15.8,2017-05-01T06:29,2017-05-01T17:14,38703.37,33497.3,0.0,0.0,0.0,0.0,16.8,31.7,326,13.38,2.78,2017
2017-05-02,22.0,12.3,17.1,20.4,10.8,15.5,2017-05-02T06:30,2017-05-02T17:13,38597.98,35283.32,0.0,0.0,0.0,0.0,22.4,40.3,246,14.31,3.08,2017
2017-05-03,17.5,14.0,15.8,14.8,11.8,13.4,2017-05-03T06:31,2017-05-03T17:12,38493.88,30446.63,2.6,2.6,0.0,11.0,23.6,47.5,179,7.83,2.16,2017
2017-05-04,19.3,11.9,16.0,18.5,10.6,15.1,2017-05-04T06:32,2017-05-04T17:11,38391.19,35160.35,0.1,0.1,0.0,1.0,11.7,24.8,120,11.26,2.07,2017
2017-05-05,20.8,10.8,15.4,21.0,9.5,14.7,2017-05-05T06:32,2017-05-05T17:11,38290.0,35100.84,0.2,0.2,0.0,2.0,15.3,31.7,350,13.49,2.34,2017
2017-05-06,23.5,10.2,16.2,22.8,9.2,15.5,2017-05-06T06:33,2017-05-06T17:10,38190.41,34897.77,0.0,0.0,0.0,0.0,14.5,29.9,334,13.13,2.47,2017
2017-05-07,19.5,11.6,15.4,17.3,10.3,13.3,2017-05-07T06:34,2017-05-07T17:09,38092.53,34979.54,0.0,0.0,0.0,0.0,26.9,53.3,250,14.93,2.89,2017
2017-05-08,17.0,8.1,12.7,14.4,5.0,10.0,2017-05-08T06:35,2017-05-08T17:08,37996.48,34876.48,0.2,0.2,0.0,1.0,17.7,38.5,221,12.24,2.36,2017
2017-05-09,18.1,10.9,14.3,16.2,9.2,12.6,2017-05-09T06:35,2017-05-09T17:07,37902.34,34704.91,0.2,0.2,0.0,1.0,19.2,40.7,204,12.19,2.12,2017
2017-05-10,19.3,8.8,13.5,18.4,6.2,12.1,2017-05-10T06:36,2017-05-10T17:06,37809.59,34675.59,0.0,0.0,0.0,0.0,13.7,28.1,242,13.78,2.13,2017
2017-05-11,19.3,8.4,13.8,18.1,5.9,12.2,2017-05-11T06:37,2017-05-11T17:05,37717.84,34576.78,0.0,0.0,0.0,0.0,18.6,39.2,233,12.91,2.06,2017
2017-05-12,18.3,12.4,15.2,17.7,11.1,14.6,2017-05-12T06:38,2017-05-12T17:05,37627.16,30872.39,0.7,0.7,0.0,5.0,11.9,27.4,214,8.69,1.49,2017
2017-05-13,19.5,11.8,15.5,20.9,11.6,15.6,2017-05-13T06:38,2017-05-13T17:04,37537.65,30182.44,0.9,0.9,0.0,3.0,13.7,28.8,353,10.79,1.72,2017
2017-05-14,18.5,12.3,15.1,17.4,12.1,14.8,2017-05-14T06:39,2017-05-14T17:03,37449.38,16628.88,4.4,4.4,0.0,9.0,14.1,29.9,193,5.97,1.12,2017
2017-05-15,18.7,12.5,15.2,15.9,10.4,13.3,2017-05-15T06:40,2017-05-15T17:02,37362.44,30189.52,0.5,0.5,0.0,3.0,20.5,49.3,216,9.05,1.85,2017
2017-05-16,19.2,9.9,13.8,17.4,6.9,11.6,2017-05-16T06:40,2017-05-16T17:02,37276.92,34100.37,0.0,0.0,0.0,0.0,17.9,37.4,245,13.23,2.36,2017
2017-05-17,19.1,7.8,13.4,18.7,5.3,12.2,2017-05-17T06:41,2017-05-17T17:01,37192.91,34009.29,0.0,0.0,0.0,0.0,12.2,25.9,324,12.82,1.96,2017
2017-05-18,20.1,10.2,15.6,20.4,9.6,15.3,2017-05-18T06:42,2017-05-18T17:00,37110.49,33811.77,1.4,1.4,0.0,6.0,13.4,29.2,38,10.28,1.77,2017
2017-05-19,18.6,13.7,17.1,18.2,13.0,16.5,2017-05-19T06:43,2017-05-19T17:00,37029.75,13481.73,10.5,10.5,0.0,14.0,21.0,40.7,41,4.93,1.1,2017
2017-05-20,20.7,13.8,17.1,21.0,13.7,17.0,2017-05-20T06:43,2017-05-20T16:59,36950.79,29890.96,7.2,7.2,0.0,8.0,20.5,39.2,348,7.79,1.51,2017
2017-05-21,19.8,11.9,15.2,19.5,9.9,14.5,2017-05-21T06:44,2017-05-21T16:59,36873.7,33662.37,0.0,0.0,0.0,0.0,13.0,27.7,234,10.93,1.8,2017
2017-05-22,19.4,11.9,15.6,20.2,10.9,15.6,2017-05-22T06:45,2017-05-22T16:58,36798.57,33580.52,0.6,0.6,0.0,3.0,9.8,20.5,311,9.16,1.48,2017
2017-05-23,21.1,11.9,16.1,21.6,11.5,16.3,2017-05-23T06:45,2017-05-23T16:58,36725.48,31657.8,0.0,0.0,0.0,0.0,13.3,26.6,3,10.65,1.73,2017
2017-05-24,20.9,11.2,15.2,19.2,10.1,13.5,2017-05-24T06:46,2017-05-24T16:57,36654.57,33423.41,1.1,1.1,0.0,2.0,19.6,38.5,268,9.57,2.26,2017
2017-05-25,18.5,10.1,13.4,17.7,7.8,11.6,2017-05-25T06:47,2017-05-25T16:57,36585.89,33348.39,0.0,0.0,0.0,0.0,15.0,28.1,274,12.28,2.06,2017
2017-05-26,17.9,9.7,13.5,16.7,7.6,12.0,2017-05-26T06:47,2017-05-26T16:56,36519.55,33275.87,0.0,0.0,0.0,0.0,13.4,30.6,230,12.07,1.88,2017
2017-05-27,19.7,9.7,14.3,20.1,8.0,13.5,2017-05-27T06:48,2017-05-27T16:56,36455.66,33205.96,0.1,0.1,0.0,1.0,12.3,23.4,326,11.13,1.69,2017
2017-05-28,21.6,9.9,15.0,18.8,8.6,13.1,2017-05-28T06:49,2017-05-28T16:55,36394.32,33138.79,0.0,0.0,0.0,0.0,19.3,39.2,320,11.67,2.47,2017
2017-05-29,15.9,8.4,12.1,12.1,5.3,8.3,2017-05-29T06:49,2017-05-29T16:55,36335.6,33074.46,0.0,0.0,0.0,0.0,25.4,51.1,269,12.41,2.79,2017
2017-05-30,16.0,6.2,10.5,12.8,2.6,7.2,2017-05-30T06:50,2017-05-30T16:55,36279.18,33012.74,0.0,0.0,0.0,0.0,19.9,37.8,275,11.97,2.2,2017
2017-05-31,14.1,9.6,11.9,9.9,5.4,8.0,2017-05-31T06:50,2017-05-31T16:54,36224.78,28376.33,0.0,0.0,0.0,0.0,26.7,52.2,219,7.56,2.32,2017
2017-06-01,15.9,7.2,11.7,12.3,3.2,7.9,2017-06-01T06:51,2017-06-01T16:54,36172.46,32895.87,0.0,0.0,0.0,0.0,21.6,43.9,233,11.25,2.57,2017
2017-06-02,16.6,7.8,12.4,13.2,4.2,9.0,2017-06-02T06:52,2017-06-02T16:54,36122.26,32080.99,0.0,0.0,0.0,0.0,24.7,48.6,223,9.78,2.29,2017
2017-06-03,16.7,10.6,13.5,14.0,7.8,11.1,2017-06-03T06:52,2017-06-03T16:53,36074.24,29291.05,1.0,1.0,0.0,8.0,22.9,47.5,210,7.63,1.61,2017
2017-06-04,16.7,10.0,12.9,15.3,7.7,11.5,2017-06-04T06:53,2017-06-04T16:53,36028.45,32737.88,0.7,0.7,0.0,5.0,12.6,27.7,227,9.31,1.38,2017
2017-06-05,17.6,8.0,11.9,16.4,5.9,10.3,2017-06-05T06:53,2017-06-05T16:53,35984.93,32547.82,0.0,0.0,0.0,0.0,11.9,27.0,284,11.21,1.6,2017
2017-06-06,15.4,6.9,10.7,12.5,3.4,7.1,2017-06-06T06:54,2017-06-06T16:53,35943.73,32394.83,4.4,4.4,0.0,7.0,23.8,54.0,253,9.11,2.01,2017
2017-06-07,14.3,10.1,12.7,11.6,5.1,8.9,2017-06-07T06:54,2017-06-07T16:53,35904.91,14968.61,23.9,23.9,0.0,21.0,35.5,68.0,201,5.42,1.02,2017
2017-06-08,16.7,12.7,14.6,14.9,11.5,13.2,2017-06-08T06:55,2017-06-08T16:53,35868.51,29842.29,7.3,7.3,0.0,12.0,23.5,46.8,186,7.12,1.06,2017
2017-06-09,17.2,12.6,14.4,15.0,11.5,12.9,2017-06-09T06:55,2017-06-09T16:53,35834.58,27404.83,7.2,7.2,0.0,12.0,22.0,43.9,183,7.41,1.13,2017
2017-06-10,17.2,13.2,15.1,16.5,12.8,14.2,2017-06-10T06:56,2017-06-10T16:53,35803.16,16874.31,15.1,15.1,0.0,24.0,18.3,36.0,156,5.74,1.01,2017
2017-06-11,17.5,11.1,13.8,18.5,10.5,13.8,2017-06-11T06:56,2017-06-11T16:52,35774.3,24889.53,1.9,1.9,0.0,4.0,9.1,26.6,264,7.18,1.06,2017
2017-06-12,17.9,10.3,13.4,17.8,8.7,12.6,2017-06-12T06:57,2017-06-12T16:52,35748.06,29354.36,0.0,0.0,0.0,0.0,13.6,28.8,243,10.27,1.41,2017
2017-06-13,17.0,10.9,14.2,15.2,9.7,12.9,2017-06-13T06:57,2017-06-13T16:52,35724.47,31837.69,0.1,0.1,0.0,1.0,23.1,46.1,193,7.89,1.35,2017
2017-06-14,18.0,12.1,14.3,17.9,10.3,13.9,2017-06-14T06:57,2017-06-14T16:53,35703.58,27816.66,0.7,0.7,0.0,6.0,12.0,23.4,228,7.1,1.13,2017
2017-06-15,19.1,8.5,13.4,19.6,6.6,12.9,2017-06-15T06:58,2017-06-15T16:53,35685.43,29330.63,0.4,0.4,0.0,1.0,11.0,23.8,310,9.87,1.44,2017
2017-06-16,17.3,13.2,14.7,16.6,12.2,14.2,2017-06-16T06:58,2017-06-16T16:53,35670.06,8925.24,0.2,0.2,0.0,2.0,11.2,23.4,225,5.91,1.04,2017
2017-06-17,17.6,11.8,14.7,17.3,11.3,14.2,2017-06-17T06:58,2017-06-17T16:53,35657.53,18792.53,3.2,3.2,0.0,13.0,14.3,28.4,204,6.19,1.0,2017
2017-06-18,16.3,12.2,14.1,14.2,10.8,11.7,2017-06-18T06:59,2017-06-18T16:53,35647.86,29441.43,1.3,1.3,0.0,9.0,30.4,61.2,203,7.43,1.43,2017
2017-06-19,17.3,13.2,15.2,15.6,11.1,13.4,2017-06-19T06:59,2017-06-19T16:53,35641.04,30642.68,0.6,0.6,0.0,6.0,21.3,42.8,194,7.49,1.56,2017
2017-06-20,17.7,10.2,14.2,17.1,8.9,13.8,2017-06-20T06:59,2017-06-20T16:53,35637.02,31044.31,2.7,2.7,0.0,7.0,11.6,23.0,215,8.48,1.26,2017
2017-06-21,17.3,6.7,12.2,15.5,3.5,9.9,2017-06-21T06:59,2017-06-21T16:53,35635.78,32286.22,0.6,0.6,0.0,2.0,21.7,44.6,230,8.66,1.54,2017
2017-06-22,17.1,9.3,12.4,16.1,7.7,11.1,2017-06-22T07:00,2017-06-22T16:54,35637.28,31542.64,0.0,0.0,0.0,0.0,12.3,23.8,258,10.34,1.49,2017
2017-06-23,18.0,6.2,10.9,16.0,3.5,8.7,2017-06-23T07:00,2017-06-23T16:54,35641.52,28016.69,0.0,0.0,0.0,0.0,13.2,24.8,292,10.29,1.65,2017
2017-06-24,17.5,6.9,11.5,15.3,4.0,8.7,2017-06-24T07:00,2017-06-24T16:54,35648.46,32319.74,0.0,0.0,0.0,0.0,17.6,36.7,270,10.77,2.03,2017
2017-06-25,16.3,5.5,10.5,13.7,2.8,7.8,2017-06-25T07:00,2017-06-25T16:54,35658.09,32330.49,0.0,0.0,0.0,0.0,16.1,31.0,271,10.92,1.83,2017
2017-06-26,16.4,5.7,10.5,15.0,3.1,8.2,2017-06-26T07:00,2017-06-26T16:55,35670.36,32277.09,0.0,0.0,0.0,0.0,14.8,33.5,271,11.12,1.62,2017
